景区名称,用户名,评论内容,标签
仰口浴场,独孤求败,崂山仰口景区下来就是沙滩，太脏太乱维护太差了，外面一排吃饭的也是脏的不行，需要花大力去治理,positive
青岛葡萄酒博物馆,文的到世界,因为上合峰会，司机师傅把我丢在了红酒博物馆，我就顺便进去了，学生票25嘻嘻还有酒喝和小鱼饼干挺好吃的地窖，红酒银行，会有很多知识补充，值得一去,positive
黄河口生态旅游区,65度骑马的篮子,很大很美，值得拥有芦苇荡和红土地还有壮观黄河,positive
张裕酒文化博物馆,波博,博物馆内设酒文化广场、百年地下大酒窖、综合大厅、历史厅、影视厅等多个大厅，较为系统、全面的介绍了张裕公司100多年的发展历史，企业文化及酒文化知识，是中国葡萄酒业和中国民族企业崛起的艰辛缩影。,positive
王府池子,swjtu143007,在芙蓉街的小巷子里，然后可以从这里直接去曲水亭街,positive
护城河环城公园,鬼丫头,济南市环城公园建在护城河沿岸，全长6.26公里，公园主要由三部分组成：一是东护城河，以植物景观为主的四季花园景区，分为春、夏、秋、冬四区；二是西护城河，河的南段为“五三”花卉纪念园，河的北段为泉溪水景园；三是南护城河东段是以黑虎泉为主的泉石园。,positive
金沙滩旅游度假区,Shirley060746,冬天，不一样的公交。2018.02.01,positive
花石楼,Jerome,很有特色的一栋楼，不过过去要排队，需要错峰出行,positive
幸福门广场,你的梦我来过,我喜欢海，喜欢静静地的坐海边看海，但不是这样的广场边看海，广场没有安逸，有的只是喧哗。幸福门是一栋门字型的大楼，楼顶是一个观光的观景平台兼餐厅，说白了就是要钱！整个广场就是延着海湾湾的一个公园。,positive
台儿庄大战纪念馆,风中奇缘,一般吧在台儿庄古城外免费的进城前可以逛逛,positive
五月的风,快乐每天,"2010年游览青岛五四广场。五月的风是坐落在青岛""五四广场""的标志性雕塑，作者是黄震，高达30米，直径27米，重达500余吨，为我国目前最大的钢质城市雕塑。",positive
大观园（济南）,jzfdpz,北京大观园是一座再现中国古典文学名著《红楼梦》中“大观园”景观的仿古园林，位于宣武区南菜园（市区西南隅护城河畔）。原址为明清两代皇家菜园，明代曾在此设“嘉疏署”。,positive
山东地下大峡谷,爱?的雨其,第一次远游的地方，地下大峡谷的漂流还是挺刺激的,positive
青岛森林野生动物世界,嘟嘟?,中国十大野生动物园~点儿哥难忘的一次旅行！,positive
即墨古城,悠然心弦,即墨古城一个待完善的景区，人不算多，挺热闹,positive
烟台大学(北区),翅膀,高中闺蜜此大学毕业，所以特意驱车进去逛了逛，哈哈。完全爱屋及乌。里面有个湖，杨柳依依，还不错。主干道两旁大树林立，见证着大学的年龄。这大学就在海边，是我非常喜欢的地方，若是在该大学就学，晨读可以到海边对着大海书声琅琅，高兴了去大海，不高兴了，还去大海。感觉很是美哉。,positive
泰山世界地质公园,楊過的黯然销魂掌,泰山世界地质公园是华北地台的一个次级构造单元。是华北地区最古老的地层，记录了自太古代以来近30亿年漫长而复杂的演化历史是当前国际地学早前寒武纪、新构造运动地质研究前缘热点和焦点的经典地区和知名地区，是探索地球早期历史奥秘的天然实验室。,positive
威海华夏城,旅行之人,威海华夏城景区隶属于华夏文化旅游集团股份有限公司，位于美丽的海滨度假城市威海，是以展示东方古典文化为主的大型生态文化景区。2017年2月25日，山东省威海市威海华夏城景区晋升为国家AAAAA级旅游景区。威海华夏城景区，中国生态环保第一城，是华夏文旅集团从2003年伊始历经10余年修复威海龙山的44处矿坑，将环境治理与旅游开发相结合的重要成果，历经“愚公移山”、“凤凰涅槃”式的艰苦卓绝。现建成于各个采石场上的景点各具特色，有最全面展示尧舜禹时期历史文化的禹王宫，集中展示胶东民俗特色的夏园；有在矿坑里打造的地下工程——威海人民防空教育馆，矿坑上面覆土绿化，矿坑下面游客参观；有依照矿坑地势而建的中国跨度最大的华夏第一牌楼、世界独一无二的三面圣水观音以及杂技、马术等丰富多彩的传统演出。其中在矿坑里打造的会跑的实景演艺——《神游传奇》秀开创了自然景观与人文景观相结合的实景演艺先河，观众乘坐会跑的移动式看台可以欣赏到水、陆、空全方位的跨时空精彩演艺。景区先后入围“中国最具潜力的十大主题公园”，荣获“中国创意产业最佳园区奖”，并被山东省文化厅评为首批山东省文化产业示范园区、被评为国家级文化产业示范基地、国家休闲渔业示范基地。,positive
青岛海底世界,维维,带宝宝去的，给孩子多见识见识，海底世界标本较多，海底隧道最受大家欢迎，孩子在那里玩的也是最开心的，然后就是人鱼表演，去的时候正好赶上，还不错。整个流程走下来，非常开心！孩子也非常高兴的走完全程，看到了大大的抹香鲸标本，小时候爸爸妈妈也带着去看过，再次看到，激动不已，拍下照片发给老爸，老爸也感慨万千！时间真是不等人，转眼间我也带着自己的宝宝来游览啦！有时间还会带宝宝游览一遍,positive
德国风情街,petros,回住地经过，夜景也是不错的，非常值得走走，有点澳门街道的感觉。,positive
芙蓉街,张小洋要正能量,山东人民很热情，可以讲价，很淳朴善良,positive
嘉木美术馆,处女座媛圆,一家免费的私人美术馆，猪猪对画不是很了解，觉得画得不错，有新浪微博，可以查看实时展讯。,positive
雪山彩虹谷旅游区,杨峰,过年的舞狮，美食，玩的超多，人也超多，超出我的预料,positive
天下第一泉风景区,zhm_jinan,天下第一泉风景区包括了环城公园、趵突泉、五龙潭、大明湖。如果再加上曲水亭街和珍珠泉就正好形成一条游览的环线,positive
孔林,蚂蜂窝用户,从孔府出来，我选择踩摩拜到孔林，中间还有人在卖樱桃，15元一斤。孔林本身挺不错的，就是一个家族墓园，主要是参观孔子与其子孙的墓碑，只看孔子墓的话只需要半个小时步程，假如要绕一圈的话，大概需要一个半小时，也可以选择坐游览车，不过因为曲阜旅游行业给人觉得比较坑，所以不想给他们赚钱。景区一进门就有人缠着你要买导游服务，我觉得微信号三孔景区里面的解说非常专业，我跟他们说我买了语音解说了，他们态度马上变化，并说这些解说都是胡扯，呵呵，最后我看着百度地图走向孔子墓，他们还要指我去另一个方向，醉！之后听到别人雇的导游，只会跟游客说什么站在桥上，你就岁岁平安，摸了雕像，你就心想事成，真正的历史反而没讲到多少。总结来说，对春秋战国的历史与明清的儒家文化有兴趣的话，三孔景区非常值得游览，而如果为了观光的话，就不如去北京故宫，不需要过来浪费时间了。,positive
周村古商城,毛毛的记忆,由于目的地是青岛，开车路过一次。没进去看。,positive
南山旅游景区,Mia,在龙口，景区还是挺大的。差不多要逛一整天。整个景区其实主要围绕两尊大佛，一尊是铜的，一尊是玉的。还是去逛逛的。,positive
青岛海底世界-青岛水族馆,阳阳张,现在就是属于海底世界的一部分由全国来说最早的海底隧道美人鱼表演还有很多动物标本以及一些实验室很适合小朋友,positive
孔子登临处,遨游,孔子登临处明代修建，两侧有明代人题“天下奇观”及“盘路起工处”大字碑。岱宗坊是泰山的山门，一天门则是天梯的开始，人们由人间已渐渐进入天堂。走上登山的正路，一连穿过三座石坊：一天门、孔子登临处和天阶。孔子登临处位于一天门之后，为四柱三门式跨道石坊。古藤掩映，典雅端庄，额题“孔子登临处”五大字。明嘉靖三十九年(1560)始建。柱联曰：“素王独步传千古，圣主遥临庆万年”。第三座石坊是“天阶坊”，创建于明嘉靖42年（公元1563年）。名人高应芳题额“天阶”二字，意思是登天的阶梯。两立柱上刻有对联：“人间灵应无双境，天下巍岩第一山”。红门宫因岭南崖有红石如门而名，创建时间无考，明清时重修。庙分东西两院，东为弥勒院，西为红门宫，中由飞云阁相连。,positive
青岛海底世界,幸福路,1.人特别特别多，这个季节是看人的呢！都挤不动啊，美人鱼表演就4个人。人实在太多，水母馆也不在一起，就没有去水母馆了。后来听说蓬莱的基地海洋世界也不错，还很大！2.再说说交通，在高德上搜的地址，去了之后说是海底世界在外面设置的分点售票，而不是入口，必须现场买票，免费公交车送到入口处，如果在网上买的票，要去水母馆兑票，对完票还要去正门入口，（水母馆和正门不在一起）网上兑票就要步行30分钟左右，无奈只能现场买票，买完等了40分钟开始公交车送过去。经验分享：千万不要在高德地图直接搜地址，有时不对，容易被坑，就在蜂窝景点里看地址比较准确。,positive
银沙滩景区海水浴场,轻飞扬,银沙滩景区海水浴场主要是沙细。,positive
青岛方特梦幻王国,行走於消逝中,方特就是一个比较大型的游乐场，里面的设施非常齐全，如果在网上订票的话，有车来回接送，走跨海大桥沿路还可以欣赏风景，方特里面有室内游览设施和室外游览设施，我特别推荐大家去生命之光（室内），水漫金山（室内）和逃出恐龙岛（室外），最好早点去第一批进园，在游览点看到人多不要放弃，可以先去室内场馆游玩，因为室外场馆开园的时候还没开，进门向右现在第一个室内场馆排队，一个一个来不要看人多就不相等，每个景点都是要等的，这样一个一个来总是第一批。,positive
中国海军博物馆,马蜂窝用户,等了一会儿，坐船到舰艇等路口参观，可以看三艘，潜水艇需要单买票，票价100元，有讲解员，岸上还有歼击机，坦克等，让喜爱军事的我们看得很尽兴。,positive
烟台山景区,路人丁的野望,公园免费，景色还算不错，随意溜达一下也挺好哒。左手边是烟台港，右手边是第一海水浴场，登高观海兴致不错，还有小路可以通到海边。,positive
第一海水浴场(南海路),杂志狂人,青岛人真的好幸福，在市区就有海水浴场。青岛第一海水浴场，据说曾经是亚洲最大的浴场。这里是免费开放的，因为地处市中心，所以游客特别的多。第一海水浴场三面环山，海边还有现代的高层建筑。这里离青岛海底世界也特别近，海底世界参观完，可以就近到这边来与大海做个亲密接触。我们去的时候是五一假期第一天。，天气还有些凉，不过下水游玩的人仍然很多。第一海水浴场的沙子呈金黄色，沙质细软，光脚踩在上面也很舒服。还有很多当地的大妈，捡地上的绿色条状的东西，问她们在捡什么，她们说，这就是我们平时吃的海带。,positive
潍坊金宝乐园,曦露未央,就是潍坊动物园，潍坊市内的办张旅游卡（各旅行社均有，120左右，身份证，寸照）可以多次去，哄孩子什么的最合适了；单独去6、70一个人有点贵，没什么动物。外地来专门逛的，不推荐。,positive
神雕山野生动物保护区,扫雪,最大的特点就是这里不但有一些比较少见的动物，而且大部分都很有活力。所以有很多场景是别的动物园很难见到的。比如经常说：左青龙、右白虎。但是白虎属于变异现象，很少见。而这里有！汉堡说，猛兽区最最好看的就是这白白的老虎了。逛完猛兽区，沿路而行，接下来是松鼠兔子馆，这里可是小朋友的乐园。,positive
张裕卡斯特酒庄,???,很美的酒庄，而且酒桶都是很大的。,positive
周村古商城,小猫娘懿欢,??简单介绍一下周村古城：周村古城在山东省淄博市周村区，是《大染坊》、《旱码头》、《娘》等电视剧的拍摄取景地，保存着大量的明清古代建筑。自古就是著名的“商业街”，因为“不通水路二天下之货聚焉”而被称为“旱码头”。周村最有名的是“周村烧饼”，上面全是芝麻，薄似杨叶，酥脆异常。脆到什么程度呢？用手一掰就碎，落地也碎，入口即碎。????周日的古城人气是比较旺的，但是肯定比节假日要少很多。周村古城不算很大，用我妈的话是“就像是三条芙蓉街（济南一条著名的小吃商业街）”。但是我感觉周村古城更像一个“周村烧饼”主题公园，里面有各种关于“周村烧饼”的展馆，有的记录了周村烧饼的历史，有的记录了周村烧饼的制作过程，还有的记录着关于周村烧饼的歌谣。有的展馆下面直通烧饼现场制作厨房，从那里可以看到烧饼的整个制作过程，吃到刚出锅的烧饼。,positive
烟台山景区,fallingdown,烟台市烟台山景区，还不错，可惜景区龙王庙下面的冷饮店老板卖货态度恶劣，还把已付的钱给换成假钱给你，硬说你给他假钱，还拦着不让走，正是一颗老鼠屎坏了一锅汤，提醒来此游览的顾客千万小心。一瓶脉动八块，一瓶茉莉花茶六块，还直言景区就是高价，还诬陷顾客使用假钱，实在是恶劣。旅游景区的管理缺失，小不治而大失，为烟台山景区忧，为烟台旅游前景忧，中国旅游，有此败类难呀！！！,positive
中国海洋大学鱼山校区,小笼,可惜天气太冷啦，樱花也只是开了几朵。校区内外分界并不明显，随便走走也是风景。,positive
天外村,Harvey,天外村像是一个游客集散中心，可以坐大巴去半山腰的中天门，大巴需要坐半个小时。,neutral
烟台月亮湾,鹿的猫,作为为烟台城市魅力象征和情侣们视为浪漫圣地的月亮湾，位于黄海之滨，左挑烟台山，右依东炮台，背靠岱王山。这里山石、海水、港湾融合一体，很有气势。和九丈崖紧邻，海水退潮后，海湾露出许多鹅卵石。一东一西两座岬角拥着一片深月形的海湾，海水清澈，沙滩平缓，卵石晶莹，风轻境幽。一道宽约一米，约二十余米的木石长堤象一道长长的破折号，静静地伸向海中……,positive
昆嵛山,小林飞刀,2013年我等七人骑行昆嵛山，夜宿山中。另一伙自驾车队带着老婆孩子周末郊游，同宿一处，夜晚吃烧烤，放音乐，玩起了老鹰捉小鸡至深夜。我们躺在帐篷里翻来覆去不能入睡......胡诌一首巍巍昆嵛峰叠峰潺潺溪水绕山行幽幽峡谷静中动队队驴友宿山中清肃环境何处觅善良夜晚也无宁本想早寝休息好却在帐中听童疯,positive
天主教洪家楼教堂,牛牛牛。,值得一去。教堂外观很漂亮。看着也不比国外的差。公交很方便。,positive
井塘村,马蜂窝用户,很古朴的一个村子，有些年龄大的村民在那，聊着天，拉着呱，晒着太阳，好不惬意。沿着石阶慢慢走，静下心走进这个村子。门票40，我觉得还是小贵。村里也没啥风景，建于明朝，已经有600多年了，,positive
青岛路老建筑群,走一路看一路,红瓦绿树，碧海蓝天。这些欧式建筑上百年了，现在看起来依然美观大方实用。,positive
德国风情街,BruceFu,应该并不能算景点，是一条属于居民区的老街区，街上基本看不到游客，有一些收费博物馆，但是不花钱只是逛一逛的话也很不错，在这里可以体验到过去战争年代时青岛的氛围。比较奇怪的是，很多标着是历史建筑的建筑都被拿来作为各种现代用途了……除此之外，非常适合拍照，女生们可以还是很值得一来的。,positive
万佛洞,安逸,在洞外面拍的，千佛山门票30，进洞还要另收15元，没进，差劲。,negative
微山湖湿地红荷风景区,天天揍老胖,被誉为“最美的湿地”，很漂亮的湿地公园，可以看荷花，摘莲蓬，吃微山湖特色鱼。,positive
水浒好汉城,窗外雨,棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒,positive
中山路商业街,麋鹿的长发公主,虽然人很多，但是吃的也好多啊，吃货的天堂。,positive
觅天洞,鲨鱼辣椒John,仰口景区如果要爬到天苑那就必须打着手电从洞里向上爬钻出去,positive
觅天洞,ゅ≈小鱼≈ゅ,跟着人流往上爬，洞里乌漆墨黑什么都看不到，不过很凉快，拍完到顶峰看风景绝,positive
世界风筝都纪念广场,Stephanie,博物馆不大，但是风筝数量和新奇度足够吸引人，大部分风筝都是参加过比赛的，形式各式各样有大有小，结构也与老百姓常放的风筝不同，有些风筝材质是木质的，有些风筝上还有机械动轮，放飞后利用风的作用摆动或者发出声响，颠覆了对风筝的传统理解，如果没去过还是值得一去。,positive
威海影视文化城,棋,门票挺贵，但是其实里面就是个儿童游乐城，所以不是带孩子的人们就不要进去瞎凑热闹了，无聊到爆，不过对于孩子来说，里面玩的项目倒是丰富又好玩,neutral
环翠楼公园,你的梦我来过,据说此楼为威海至高点，登高远望，视线之内的威海一览无余。风景之外，历史典故就无从记起，只记得可承担部分威海博物馆的职能，可以小小的了解大名鼎鼎的威海卫的过往。作为景点不收门票，但是需要凭有效身份证件领取门票。进楼时，还需要套穿景点提供的免费鞋套（鞋套较小，43码鞋的朋友要好好找一番才能找到合适的）。参观完环翠楼后，只能从楼的后门出去，故只能从后面的再转半个公园才能出来。,positive
中国海洋大学鱼山校区,不忘初心,十大最美校园之一，也是中国海洋大学的老校区。,positive
威海影视文化城,跳房子的猫,很多年前去的，坐了好久的车才到，在门口转了一圈，直接连买票进门的欲望都没有了！,negative
泰山风景名胜区-日观峰,邢晴晴,前一天住在山顶上，住宿条件一般，但是比在外边租军大衣但是没住宿的朋友们要好一点，主要是山上比较潮湿，早上四点起来收拾一下，爬到日观峰需要半个小时，到的时候不到五点，可以占一个比较有利的位置，早上比较冷建议带一件轻薄的羽绒服或者冲锋衣，等到五点多看日出一点一点从云海托出，甚是激动。如果运气好赶上好天气，泰山日出看是值得一看的,positive
山陕会馆,今生相伴,人不多，票价30元，就是离市中心很远，打车不到三十块钱吧，但是是个值得去的地方！很赞，规模很小！附近没什么好吃的！,neutral
康有为故居,小武侯,在海边，是阁楼式建筑，康有为人生最后四年居住于此。,positive
泰安方特欢乐世界,芭比菜菜,大学时候玩儿的超级爽，跟闺蜜一起。,positive
长山尾,水瓶殇???,长山尾从下面看好像并看不出来有什么特别，但直到后来在黄渤海交汇标志处，才发现长山尾竟然这么漂亮。,positive
五莲山风景区,流浪睡客,非常好的爬山徒步好去处，山顶上有佛像可在山石上，另一侧的山顶有小石头栈道，很好玩很刺激很惊险。山顶上风很大，风景非常好。,positive
碧霞祠,45°仰朢,位于泰山极顶南侧，初建于宋真宗大中祥符二年。原名昭真祠，金代称昭真观，明弘治年间改名碧霞灵应宫，清乾隆三十五年重修后改称碧霞祠，沿用至今。碧霞祠是一组宏伟壮丽的古代高山建筑群，由大殿、香亭等十二座大型建筑物组成。整个建筑以照壁、南神门、山门、香亭为中轴，左右对称，南低北高，层层递进，高低起伏，参差错落，布局严谨，显示了中国古代高超的建筑水平，在道教宫观中极有代表性。,positive
青岛市民俗博物馆,卡布奇诺,天后宫香火很旺，很出名，青岛名胜古迹。,positive
万佛洞,赵火丁,比较坑，全是后期仿照其他出名的石窟的造像做出来的。,negative
青岛德国总督楼旧址,枕雪,和期待着的一样，建筑美极了。以前都是电视里看到的豪华洋房，现在亲眼见了，感觉很典雅大气。无论是灯饰、壁炉、还是家具陈设都很精致。里面不能拍照，但是有介绍卡片可以自助领取，有多国语言。卡片上的油画在总督府里面有悬挂。,positive
大成殿,踏遍香山,大成殿是山东曲阜孔庙里祭祀孔子的主殿，也是正殿。,neutral
青岛德国总督楼旧址,攻略失眠王,租了电子导览，10块1个，听了很多历史，很有意思。,positive
情人坝,风行,到青岛奥林匹克主题公园，有一栈道伸入海中，栈道尽头是一巨大祥云火炬，可谓壮观。,positive
大天鹅国家级自然保护区,波希米亚人,天鹅要在入冬开始聚集，这时去最好,positive
泰和山风景区-黄花溪景区,静静的顿河,黄花溪，位于山东省青州市国家级风景名胜区泰和山风景区。景色优美，被众多游客称为“北方九寨沟”。从青州市庙子镇圣峪口村西南行2公里，过泰和山风景区，通过泰和隧道，就到了黄花溪。进黄花溪要先经一个小山村。虽说是山村，却几乎见不到人家。可当我们在村头看到一畦畦整齐且泛着浓绿的菜园子时，分明感觉到了山里人家特有的质朴、勤劳与亲切。同时吸引我们的还有村头大片的山楂树，此时正是叶茂花盛之时，浓密却挺拔地连成一片。,positive
瞻鲁台,霞浦林生,瞻鲁台在泰山山顶位置了，是个看风景的好地方。立着几块大石头，上面用红笔写着字。最左面的一块略矮些的石头，上面写着“海日奇观”，字体很幼稚，不知道是哪位名人留下的字迹。旁边略高些的石头堆上提的字就要好看很多。“瞻鲁”两个字是写在地上的，传说是孔子遥望故乡曲阜的位置，现在成了拍照的地方。这个地方又名舍身崖，我理解的意思是比较适合跳崖，哈哈~~因为周围没有任何遮挡物，没有栏杆，往前几步就是万丈悬崖，相当危险。看风景倒是不错，但是一定得注意安全。,positive
烟台山景区,我系肥肥肥肥yan,?这里是我最喜欢的地方没有之一。整个烟台山面临大海，山上多是近代以来的各国领事馆建筑群，著名作家冰心先生（我没打错，你们也没看错，这是对冰心的尊称）也曾在这里居住过。我做白日梦都想在这里拥有一幢自己的别墅。,positive
青岛美术馆,王热热,我们去的时候总体的都在维修，没有对外开放了，但是是典型的德式建筑，如果想要体验青岛德式建筑风格的，就一定不要错过她！！！,positive
济南千佛山风景名胜区,￥行者孙￥,济南三胜之一，可以登高远眺，下瞰整个济南城。山上古迹颇多，但是缺乏维护，内涵缺失；不过，风景还是挺赞的。提醒：万佛洞，需要单独购票，看过洛阳龙门石窟或大同云冈石窟的，这里就呵呵吧,positive
孔子庙,霞浦林生,来这里，其实就只是因为是孔子的庙，有一种敬意，风景嘛，一般般的了,neutral
青岛大学(中心校区),小楼楼,青岛大学有多个校区，位于麦岛的中心校区是主要校区，校区又分好几部分，东院、西院、北院、师范学院。学校一般般吧。,positive
牟氏庄园,常霞客,始建于清朝雍正元年（公元1723年）的清代中国北方最大的地主庄园——牟氏庄园，这也是中国规模最大、保存最完整的封建地主庄园，是一座极具胶东民居特点的套院式建筑群体，被誉为“胶东民俗博物馆”。袁立当年拍过一个电视剧《牟氏庄园》讲的就是发生在这里的故事，建议来参观之前可以先看看。,positive
登州古船博物馆,踏遍香山,坐落于水城西南角，是在古船发掘原址上建设的，,positive
湛山寺,不会动的鞋,在市里能有一个这样的景点是很难能可贵的，里边有好多猫，周末什么的结伴去喂猫是个很不错的选择,positive
仙境源,levis1977,地方不大，一小时不到就可以游完,neutral
泰安岱庙,慕容十八剑,游泰山一般先游岱庙。岱庙是泰山最大、最完整的古建筑群，古代帝王举行封禅大典和祭祀泰山神的地方。,positive
鹤山风景区,mengxiaoni,因为不在青岛市内，所以去的交通不是很方便，没有直达车，需要转车，我们从青岛利津路或四方长途站乘“即青快客”至即墨车站，然后换乘鳌山卫小公共车至鹤山风景区。鹤山风景区的门票是15元，周一-周五的开放时间是8:00-17:00；周六、周日及节假日延时1小时。这里最大的亮点是奇石，登上山顶还可以看到海天一色的美景。不仅如此，在当地人的指引下，我们找到了位于道观之下的那一段笔直的陡梯。按照当地人教的方法，在陡梯之下，双掌掌心用力拍，能听到类似鹤鸣的嗡嗡声。而在陡梯之上，则可以听到下方发出涓涓溪流之声。非常好玩。,positive
台儿庄大战纪念馆,一意孤行,台儿庄大战纪念馆不在古城内，而是在台儿庄古城和台儿庄古城游客中心之间。出台儿庄古城西门，沿华兴路一直向西步行650米左右，左转进入沿河路，沿沿河路向南过桥步行170米左右，左转沿古运路向东南步行55米左右，右转向南直行到达台儿庄大战纪念馆。台儿庄大战纪念馆，是为了纪念抗日战争初期著名的台儿庄战役而修建的。纪念馆由纪念碑、展览馆、影视馆、全景画馆组成。展览馆展出中日双方资料和实物600余件，还藏有当年参战将士及其家属、书画家、知名人士的书画作品近千幅。影视馆播放当年战地记者拍摄的珍贵纪录片、参战将士访谈录及影片《血战台儿庄》。全景画馆为18边形筒式建筑，全景画面高16.5米，周长124.1米，画面首尾连成全周形，融绘画、地面塑形、灯光、音响和解说为一体，能形象地再现当年浴血奋战的场景及过程，给人以身临其境的感觉。,positive
青岛市博物馆,小卢澄子,?这一次，我独自一人走过市南区的每一块起伏，尝了青岛啤酒博物馆的青岛啤酒，有了很多的欢喜，有了很想要靠近的冲动。,positive
海上公园,夏雨天的故事_,不同于前面两个公园，海上公园有沙滩，退潮后很多岩石裸露出来，水质不太好，但很多人在捡蛤蜊、扇贝之类的，沙子确实挺细挺软的,positive
沂蒙山旅游区龟蒙景区,K龙腾虎跃,山东第二高峰，中国最大的老寿星就在该景区。,positive
万平口海滨灯塔,何时再相见,地理位置非常的不错，周边景点很集中,positive
摩天岭生态旅游风景区,bomberman,摩天岭主要是一个海岸栈道和戚继光摩天岭大捷纪念牌，非常有意思的一个景点，沿海的这种观景栈道我还是头一回走的。,positive
大珠山风景区,xiaxia,很不错，景色很美，夏天纳凉好地方呢,positive
第一海水浴场(南海路),饺子,人真的超级多，水脏脏的，沙滩非常扎脚了，还有一定要带双拖鞋去，我的傻子朋友穿了帆布鞋，下完水我只能像看傻子一样看着他们了,negative
日照九仙山风景区,风吹云动,和朋友参加过一次日照三日游，包含九仙山，不错的地方，值得一去。,positive
中国海洋大学崂山校区,憩园幽幽,去的老校区，感觉没有传说中的漂亮，建筑还是挺美的。,positive
光岳楼,淡然,聊城是国家历史文化名城，名胜古迹2700多处，有旅游开发价值的景观有470多处。国家级重点文物保护单位3处，省级重点保护单位15处，聊城城区独具“江北水城”特色，素有“中国北方的威尼斯”之称。,positive
青岛书房,vivian婷?,青岛书房，就在天主教堂对面，听名字就是个充满文艺气息的地方。改建于一座老建筑——安娜别墅，她以高贵美丽的姿态，静静地站立在曲阜路与浙江路路口。书房是免费开放的，有很多很多好看的明信片。拐角处有一个大红色的邮箱，可以邮寄明信片。二层有一面墙，贴满了密密麻麻的便利贴，都是来这里参观的人留下的。,positive
